Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Updated Month,Updated Year
ART_AND_DESIGN,4.8,192,6.0,10000,Free,0.0,Everyone,4,2018
ART_AND_DESIGN,4.7,20260,25.0,500000,Free,0.0,Everyone,10,2017
ART_AND_DESIGN,4.1,203,6.1,100000,Free,0.0,Everyone,3,2018
ART_AND_DESIGN,3.9,136,4.6,10000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,4.1,223,4.2,100000,Free,0.0,Everyone,8,2017
ART_AND_DESIGN,4.2,1120,9.2,100000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,4.1,227,5.2,50000,Free,0.0,Everyone,5,2018
ART_AND_DESIGN,4.5,5035,11.0,100000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,4.2,1015,11.0,100000,Free,0.0,Everyone,1,2018
ART_AND_DESIGN,4.7,353,4.2,10000,Free,0.0,Teen,4,2018
ART_AND_DESIGN,3.8,564,9.2,100000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,4.7,8145,24.0,500000,Free,0.0,Everyone,8,2018
ART_AND_DESIGN,4.1,36639,13.0,5000000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,4.7,158,11.0,10000,Free,0.0,Everyone,11,2017
ART_AND_DESIGN,4.0,591,9.4,500000,Free,0.0,Everyone,3,2018
ART_AND_DESIGN,4.2,117,15.0,10000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,4.5,176,10.0,100000,Free,0.0,Everyone,4,2018
ART_AND_DESIGN,4.4,295221,13.0,10000000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,3.8,2206,1.2,100000,Free,0.0,Everyone,4,2018
ART_AND_DESIGN,4.2,26,12.0,10000,Free,0.0,Everyone,1,2018
ART_AND_DESIGN,4.7,174531,24.0,10000000,Free,0.0,Everyone,7,2018
ART_AND_DESIGN,4.6,1070,26.0,100000,Free,0.0,Everyone,11,2017
ART_AND_DESIGN,4.2,85,8.0,100000,Free,0.0,Everyone,12,2017
ART_AND_DESIGN,4.3,845,7.9,100000,Free,0.0,Everyone,5,2018
AUTO_AND_VEHICLES,4.2,367,25.0,100000,Free,0.0,Everyone,5,2018
AUTO_AND_VEHICLES,4.0,1598,56.0,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,3.8,284,57.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.6,17057,13.0,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,3.9,129,35.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.3,542,33.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.9,10479,33.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.4,805,5.6,50000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.2,129,54.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.0,1403,0.201,100000,Free,0.0,Everyone,8,2014
AUTO_AND_VEHICLES,3.9,3971,3.6,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.6,534,5.7,10000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.9,7774,17.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.3,38846,8.6,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.6,2431,2.4,100000,Free,0.0,Everyone,6,2018
AUTO_AND_VEHICLES,4.9,6090,27.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,3.9,295,2.7,10000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.0,190,2.5,50000,Free,0.0,Everyone,10,2016
AUTO_AND_VEHICLES,4.3,40211,13.0,5000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,3.9,356,13.0,100000,Free,0.0,Everyone,5,2018
AUTO_AND_VEHICLES,4.2,52530,7.0,5000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.8,116986,35.0,5000000,Free,0.0,Everyone,8,2018
AUTO_AND_VEHICLES,3.6,1379,16.0,500000,Free,0.0,Everyone,8,2018
AUTO_AND_VEHICLES,4.2,271920,16.0,10000000,Free,0.0,Teen,7,2018
AUTO_AND_VEHICLES,4.8,736,13.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.8,7021,17.0,500000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.6,197,3.4,50000,Free,0.0,Everyone,6,2018
AUTO_AND_VEHICLES,4.5,737,8.9,100000,Free,0.0,Everyone,6,2018
AUTO_AND_VEHICLES,4.3,3574,3.9,1000000,Free,0.0,Everyone 10+,7,2018
AUTO_AND_VEHICLES,4.5,994,2.9,100000,Free,0.0,Everyone,3,2018
AUTO_AND_VEHICLES,4.9,197136,38.0,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,3.9,142,32.0,50000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.4,15168,37.0,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.0,2155,15.0,500000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.3,138,5.4,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,3.7,5414,18.0,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.4,21777,13.0,1000000,Free,0.0,Everyone,8,2018
AUTO_AND_VEHICLES,4.3,348,38.0,100000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,3.2,250,1.1,100000,Free,0.0,Everyone,4,2018
AUTO_AND_VEHICLES,4.6,13372,13.0,1000000,Free,0.0,Everyone,8,2018
AUTO_AND_VEHICLES,4.6,7880,13.0,100000,Free,0.0,Everyone,5,2018
AUTO_AND_VEHICLES,4.5,3617,7.9,100000,Free,0.0,Everyone,5,2018
AUTO_AND_VEHICLES,3.7,4806,35.0,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.6,65786,13.0,1000000,Free,0.0,Everyone,8,2018
AUTO_AND_VEHICLES,4.6,31433,17.0,1000000,Free,0.0,Everyone,8,2018
AUTO_AND_VEHICLES,4.6,5097,19.0,1000000,Free,0.0,Everyone,7,2018
AUTO_AND_VEHICLES,4.0,1754,14.0,500000,Free,0.0,Everyone,6,2018
AUTO_AND_VEHICLES,4.4,2680,2.2,500000,Free,0.0,Everyone,3,2018
AUTO_AND_VEHICLES,4.0,1288,4.5,100000,Free,0.0,Everyone,4,2018
BEAUTY,4.7,18900,17.0,500000,Free,0.0,Everyone,8,2018
BEAUTY,4.9,49790,14.0,1000000,Free,0.0,Everyone,11,2017
BEAUTY,4.7,1150,9.8,100000,Free,0.0,Everyone,5,2018
BEAUTY,3.9,1739,21.0,500000,Free,0.0,Everyone,7,2018
BEAUTY,3.9,32090,13.0,1000000,Free,0.0,Everyone,10,2016
BEAUTY,4.2,2225,52.0,500000,Free,0.0,Everyone,2,2018
BEAUTY,4.6,4369,14.0,100000,Free,0.0,Everyone,7,2018
BEAUTY,4.3,8572,25.0,1000000,Free,0.0,Everyone,5,2018
BEAUTY,4.7,964,9.0,50000,Free,0.0,Everyone,6,2018
BEAUTY,4.7,42050,13.0,1000000,Free,0.0,Everyone,6,2018
BEAUTY,4.8,104,12.0,10000,Free,0.0,Everyone,6,2018
BEAUTY,4.2,17934,13.0,1000000,Free,0.0,Everyone,9,2017
BEAUTY,4.3,601,35.0,100000,Free,0.0,Everyone,6,2018
BEAUTY,4.5,36,6.7,10000,Free,0.0,Everyone,7,2018
BEAUTY,4.1,187,30.0,50000,Free,0.0,Teen,7,2018
BEAUTY,4.3,182,5.7,100000,Free,0.0,Everyone 10+,9,2017
BEAUTY,4.2,30,2.9,10000,Free,0.0,Everyone,4,2018
BEAUTY,4.5,134,17.0,10000,Free,0.0,Everyone,3,2018
BEAUTY,4.4,74,2.9,10000,Free,0.0,Everyone,4,2018
BEAUTY,4.0,113715,13.0,10000000,Free,0.0,Everyone,8,2017
BEAUTY,4.1,3595,13.0,500000,Free,0.0,Everyone,5,2018
BEAUTY,4.1,9315,2.6,1000000,Free,0.0,Everyone,11,2017
BEAUTY,4.4,75,4.2,50000,Free,0.0,Everyone,10,2017
BEAUTY,4.6,38,7.1,10000,Free,0.0,Everyone,5,2018
BEAUTY,4.5,26834,57.0,1000000,Free,0.0,Everyone,7,2018
BEAUTY,4.3,119,3.7,50000,Free,0.0,Everyone,7,2018
BEAUTY,3.9,2277,22.0,500000,Free,0.0,Everyone,7,2018
BEAUTY,4.4,2280,24.0,500000,Free,0.0,Everyone,5,2018
BEAUTY,4.3,654,7.4,100000,Free,0.0,Teen,7,2018
BEAUTY,4.6,184,21.0,10000,Free,0.0,Everyone,7,2018
BEAUTY,3.8,9,3.4,5000,Free,0.0,Everyone,6,2018
BEAUTY,4.3,77,2.9,10000,Free,0.0,Mature 17+,8,2017
BEAUTY,4.3,35,3.1,10000,Free,0.0,Everyone 10+,12,2017
BEAUTY,4.0,364,6.4,100000,Free,0.0,Everyone,5,2018
BEAUTY,4.3,18,3.2,5000,Free,0.0,Everyone,6,2018
BEAUTY,4.5,473,8.2,100000,Free,0.0,Mature 17+,3,2017
BEAUTY,4.3,30,9.9,10000,Free,0.0,Mature 17+,1,2018
BEAUTY,4.1,66,2.9,10000,Free,0.0,Everyone,4,2018
BEAUTY,3.7,3871,23.0,1000000,Free,0.0,Everyone,7,2018
BEAUTY,4.7,257,4.6,50000,Free,0.0,Everyone,8,2017
BEAUTY,4.2,62,3.1,10000,Free,0.0,Everyone,5,2018
BOOKS_AND_REFERENCE,4.6,2914724,13.0,100000000,Free,0.0,Teen,8,2018
BOOKS_AND_REFERENCE,4.5,1857,4.9,50000,Free,0.0,Everyone,8,2018
BOOKS_AND_REFERENCE,4.6,4478,9.5,100000,Free,0.0,Everyone 10+,7,2017
BOOKS_AND_REFERENCE,4.4,577550,13.0,10000000,Free,0.0,Everyone,8,2018
BOOKS_AND_REFERENCE,4.2,814080,13.0,100000000,Free,0.0,Teen,7,2018
BOOKS_AND_REFERENCE,4.5,246315,13.0,10000000,Free,0.0,Everyone,7,2015
BOOKS_AND_REFERENCE,4.5,454060,13.0,10000000,Free,0.0,Everyone,5,2018
BOOKS_AND_REFERENCE,4.5,155446,13.0,10000000,Free,0.0,Teen,4,2018
BOOKS_AND_REFERENCE,4.5,418,4.2,100000,Free,0.0,Everyone,3,2018
BOOKS_AND_REFERENCE,4.4,22486,5.4,1000000,Free,0.0,Teen,6,2018
BOOKS_AND_REFERENCE,4.5,203130,13.0,10000000,Free,0.0,Everyone,6,2018
BOOKS_AND_REFERENCE,4.6,1435,2.8,500000,Free,0.0,Everyone,1,2018
BOOKS_AND_REFERENCE,4.8,116507,5.0,1000000,Free,0.0,Teen,8,2018
BOOKS_AND_REFERENCE,3.9,1433233,13.0,1000000000,Free,0.0,Teen,8,2018
BOOKS_AND_REFERENCE,4.6,90468,5.9,5000000,Free,0.0,Everyone,5,2018
BOOKS_AND_REFERENCE,4.2,860,13.0,100000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.1,363934,7.1,10000000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.7,967,6.7,500000,Free,0.0,Everyone,8,2018
BOOKS_AND_REFERENCE,4.2,87873,13.0,10000000,Free,0.0,Teen,5,2018
BOOKS_AND_REFERENCE,4.3,17506,17.0,1000000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,3.3,1862,19.0,1000000,Free,0.0,Everyone,4,2018
BOOKS_AND_REFERENCE,4.6,2084,6.7,500000,Free,0.0,Everyone,5,2018
BOOKS_AND_REFERENCE,4.8,47303,21.0,1000000,Free,0.0,Everyone,6,2018
BOOKS_AND_REFERENCE,4.7,19080,13.0,500000,Free,0.0,Everyone,4,2018
BOOKS_AND_REFERENCE,4.3,161,2.7,10000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.1,85842,37.0,5000000,Free,0.0,Everyone,6,2018
BOOKS_AND_REFERENCE,4.6,7831,15.0,100000,Free,0.0,Teen,7,2018
BOOKS_AND_REFERENCE,4.1,91615,23.0,5000000,Free,0.0,Mature 17+,6,2018
BOOKS_AND_REFERENCE,4.6,4620,19.0,500000,Free,0.0,Everyone,11,2017
BOOKS_AND_REFERENCE,4.7,21336,23.0,1000000,Free,0.0,Everyone,6,2018
BOOKS_AND_REFERENCE,4.5,26875,73.0,500000,Free,0.0,Everyone,8,2018
BOOKS_AND_REFERENCE,3.9,1778,4.9,500000,Free,0.0,Mature 17+,10,2014
BOOKS_AND_REFERENCE,4.4,2709,6.8,1000000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.3,64513,13.0,5000000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.2,8342,13.0,10000000,Free,0.0,Everyone,8,2017
BOOKS_AND_REFERENCE,4.5,527,2.9,100000,Free,0.0,Everyone,3,2018
BOOKS_AND_REFERENCE,4.4,1322,3.5,100000,Free,0.0,Everyone,5,2018
BOOKS_AND_REFERENCE,3.4,1680,4.0,100000,Free,0.0,Everyone,8,2016
BOOKS_AND_REFERENCE,4.9,2739,21.0,50000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.6,1065,2.3,500000,Free,0.0,Everyone,6,2018
BOOKS_AND_REFERENCE,4.4,233757,13.0,10000000,Free,0.0,Everyone,5,2018
BOOKS_AND_REFERENCE,4.3,2,7.2,50000,Free,0.0,Everyone,6,2018
BOOKS_AND_REFERENCE,4.4,8788,10.0,1000000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,Free,0.0,Everyone,7,2018
BOOKS_AND_REFERENCE,3.5,156,42.0,500000,Free,0.0,Everyone,2,2018
BOOKS_AND_REFERENCE,4.3,114,7.3,100000,Free,0.0,Everyone,8,2015
BOOKS_AND_REFERENCE,4.4,341157,30.0,10000000,Free,0.0,Everyone 10+,3,2018
BUSINESS,4.1,16129,13.0,10000000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,674730,13.0,50000000,Free,0.0,Everyone,5,2018
BUSINESS,4.4,1254730,13.0,10000000,Free,0.0,Everyone,8,2018
BUSINESS,4.3,85185,29.0,5000000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,32584,13.0,1000000,Free,0.0,Everyone,5,2018
BUSINESS,4.1,217730,13.0,50000000,Free,0.0,Everyone,4,2018
BUSINESS,4.4,70991,13.0,5000000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,1002861,35.0,100000000,Free,0.0,Everyone,8,2018
BUSINESS,3.9,16589,9.1,1000000,Free,0.0,Everyone,6,2018
BUSINESS,4.8,148945,25.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.5,4458,3.9,500000,Free,0.0,Everyone,7,2018
BUSINESS,4.4,62272,18.0,10000000,Free,0.0,Everyone,6,2018
BUSINESS,4.0,8941,12.0,5000000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,46353,21.0,1000000,Free,0.0,Everyone,4,2016
BUSINESS,4.0,1279184,13.0,50000000,Free,0.0,Everyone,8,2018
BUSINESS,4.2,88073,13.0,10000000,Free,0.0,Everyone,7,2018
BUSINESS,4.5,67000,13.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.2,159872,13.0,10000000,Free,0.0,Everyone,7,2018
BUSINESS,4.2,30847,55.0,5000000,Free,0.0,Everyone,2,2018
BUSINESS,4.6,188841,3.2,5000000,Free,0.0,Everyone,6,2018
BUSINESS,4.1,11622,13.0,5000000,Free,0.0,Everyone,7,2018
BUSINESS,4.6,95912,13.0,5000000,Free,0.0,Everyone,7,2018
BUSINESS,3.1,4034,0.023,100000,Free,0.0,Everyone,9,2015
BUSINESS,3.9,45964,16.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,14955,13.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.1,6903,14.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.4,31614,37.0,10000000,Free,0.0,Everyone,7,2018
BUSINESS,4.1,23055,13.0,5000000,Free,0.0,Everyone,6,2018
BUSINESS,4.1,19023,13.0,1000000,Free,0.0,Everyone,8,2018
BUSINESS,4.5,207372,11.0,5000000,Free,0.0,Everyone,8,2018
BUSINESS,4.4,1225,25.0,100000,Free,0.0,Everyone,8,2018
BUSINESS,4.4,380837,7.3,10000000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,10600,6.5,1000000,Free,0.0,Everyone,8,2018
BUSINESS,4.4,74359,25.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.6,822,3.1,100000,Free,0.0,Everyone,6,2018
BUSINESS,4.2,80805,13.0,5000000,Free,0.0,Everyone,2,2018
BUSINESS,4.4,2287,1.5,1000000,Free,0.0,Everyone,3,2018
BUSINESS,4.7,4162,7.5,100000,Free,0.0,Everyone,7,2018
BUSINESS,3.8,14760,8.6,50000000,Free,0.0,Everyone,1,2018
BUSINESS,3.9,23243,13.0,5000000,Free,0.0,Everyone,6,2018
BUSINESS,4.3,9,1.2,100000,Free,0.0,Everyone,4,2018
BUSINESS,4.3,8978,13.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.4,42492,13.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.7,286897,39.0,10000000,Free,0.0,Everyone,5,2017
BUSINESS,4.5,103755,14.0,10000000,Free,0.0,Everyone,7,2018
BUSINESS,4.2,46505,19.0,1000000,Free,0.0,Everyone,8,2018
BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,3,2018
BUSINESS,4.8,10295,39.0,100000,Paid,4.99,Everyone,4,2017
BUSINESS,4.2,296,14.0,50000,Free,0.0,Everyone,6,2018
BUSINESS,4.3,29313,20.0,5000000,Free,0.0,Everyone,7,2018
BUSINESS,4.4,51507,13.0,5000000,Free,0.0,Everyone,8,2018
BUSINESS,4.1,1802,26.0,100000,Free,0.0,Everyone,4,2018
BUSINESS,3.8,1383,51.0,100000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,3.8,5868,20.0,500000,Free,0.0,Everyone,7,2018
BUSINESS,3.5,2111,13.0,100000,Free,0.0,Everyone,7,2018
BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,7,2018
BUSINESS,4.6,4159,48.0,500000,Free,0.0,Everyone,7,2018
BUSINESS,4.3,20815,10.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.5,78662,22.0,1000000,Free,0.0,Everyone,2,2018
BUSINESS,4.1,7149,11.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,8,2018
BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,8,2018
BUSINESS,4.0,6989,13.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,4.2,16422,28.0,1000000,Free,0.0,Everyone,8,2018
BUSINESS,4.4,108741,28.0,10000000,Free,0.0,Everyone,7,2018
BUSINESS,4.0,624,9.0,100000,Free,0.0,Everyone,3,2018
BUSINESS,4.2,1661,46.0,100000,Free,0.0,Everyone,8,2018
BUSINESS,4.2,97702,13.0,5000000,Free,0.0,Everyone,7,2018
BUSINESS,4.1,308,14.0,50000,Free,0.0,Everyone,5,2018
BUSINESS,3.8,5211,26.0,1000000,Free,0.0,Everyone,7,2018
BUSINESS,3.9,1058,23.0,500000,Free,0.0,Everyone,6,2018
BUSINESS,3.9,78172,13.0,10000000,Free,0.0,Everyone,8,2018
BUSINESS,4.2,80804,13.0,5000000,Free,0.0,Everyone,2,2018
BUSINESS,4.3,1002859,35.0,100000000,Free,0.0,Everyone,8,2018
BUSINESS,4.4,51510,13.0,5000000,Free,0.0,Everyone,8,2018
BUSINESS,4.5,413,29.0,10000,Free,0.0,Everyone,7,2018
COMICS,4.5,1013635,13.0,10000000,Free,0.0,Teen,7,2018
COMICS,4.6,24005,4.9,500000,Free,0.0,Adults only 18+,7,2018
COMICS,4.7,57106,27.0,1000000,Free,0.0,Teen,7,2018
COMICS,4.7,2249,32.0,500000,Free,0.0,Everyone,11,2017
COMICS,4.8,516,12.0,50000,Free,0.0,Everyone,8,2018
COMICS,3.9,834,15.0,50000,Free,0.0,Mature 17+,8,2018
COMICS,4.1,1010,11.0,50000,Free,0.0,Mature 17+,7,2018
COMICS,4.4,238970,28.0,1000000,Free,0.0,Teen,7,2018
COMICS,4.6,302,2.2,10000,Free,0.0,Teen,7,2018
COMICS,4.5,438,3.4,10000,Free,0.0,Everyone,12,2017
COMICS,4.7,73,8.3,10000,Free,0.0,Everyone,7,2018
COMICS,4.4,39,4.3,10000,Free,0.0,Everyone 10+,7,2018
COMICS,4.5,144,4.7,10000,Free,0.0,Everyone,7,2018
COMICS,3.9,2181,10.0,100000,Free,0.0,Teen,3,2018
COMICS,3.2,93965,15.0,5000000,Free,0.0,Teen,7,2018
COMICS,3.2,1446,7.1,100000,Free,0.0,Mature 17+,5,2018
COMICS,4.1,12088,21.0,1000000,Free,0.0,Mature 17+,7,2018
COMICS,4.5,314,6.1,100000,Free,0.0,Everyone,5,2018
COMICS,4.2,25671,13.0,1000000,Free,0.0,Teen,6,2018
COMICS,4.2,15194,15.0,1000000,Free,0.0,Teen,7,2018
COMICS,3.7,22551,11.0,1000000,Free,0.0,Teen,7,2018
COMICS,4.5,29839,29.0,1000000,Free,0.0,Teen,7,2018
COMICS,4.6,279,3.3,100000,Free,0.0,Everyone,12,2017
COMICS,4.5,564387,13.0,5000000,Free,0.0,Everyone,7,2018
COMICS,4.3,1330,22.0,50000,Free,0.0,Everyone,7,2018
COMICS,4.7,1677,40.0,100000,Free,0.0,Everyone,5,2018
COMICS,4.4,757,10.0,10000,Free,0.0,Teen,5,2018
COMICS,3.5,115,9.1,10000,Free,0.0,Mature 17+,7,2018
COMICS,3.3,125,4.7,5000,Free,0.0,Teen,7,2018
COMICS,4.5,9952,38.0,500000,Free,0.0,Everyone 10+,7,2018
COMICS,4.4,18814,13.0,1000000,Free,0.0,Mature 17+,7,2018
COMICS,4.2,21,6.7,5000,Free,0.0,Everyone,3,2018
COMICS,5.0,15,37.0,1000,Free,0.0,Everyone,6,2018
COMICS,4.4,51981,13.0,5000000,Free,0.0,Everyone,8,2018
COMICS,4.7,3596,7.8,10000,Free,0.0,Teen,6,2018
COMICS,4.4,1006,19.0,50000,Free,0.0,Everyone,8,2018
COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,5,2018
COMICS,4.6,4895,35.0,100000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.0,56642847,13.0,1000000000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.4,69119316,13.0,1000000000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.3,125257,17.0,10000000,Free,0.0,Teen,6,2018
COMMUNICATION,4.3,9642995,13.0,1000000000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.4,1429035,13.0,100000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.3,4604324,13.0,1000000000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.0,3419249,13.0,1000000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.3,11334799,13.0,500000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.3,158679,8.8,5000000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.4,3075028,13.0,100000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.3,4187998,16.0,100000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.3,659395,11.0,100000000,Free,0.0,Everyone,6,2018
COMMUNICATION,4.3,4785892,11.0,500000000,Free,0.0,Everyone,6,2018
COMMUNICATION,4.3,66602,13.0,50000000,Free,0.0,Everyone,6,2018
COMMUNICATION,4.3,30209,15.0,5000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.0,36901,6.6,5000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.5,5149854,13.0,100000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.3,192948,6.6,10000000,Free,0.0,Everyone,6,2018
COMMUNICATION,3.7,99559,13.0,10000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.5,437674,13.0,10000000,Free,0.0,Everyone,8,2018
COMMUNICATION,3.9,13698,5.1,10000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.4,2473509,13.0,100000000,Free,0.0,Everyone,7,2018
COMMUNICATION,3.6,20769,18.0,1000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.4,36880,4.0,1000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.2,171031,13.0,10000000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.4,63543,13.0,5000000,Free,0.0,Everyone,8,2018
COMMUNICATION,4.1,45487,13.0,10000000,Free,0.0,Everyone,10,2016
COMMUNICATION,4.4,615381,37.0,10000000,Free,0.0,Mature 17+,8,2018
COMMUNICATION,4.3,2451083,13.0,100000000,Free,0.0,Teen,8,2018
COMMUNICATION,4.2,33053,22.0,5000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.2,5387333,13.0,100000000,Free,0.0,Everyone,7,2018
COMMUNICATION,4.4,3648120,3.3,100000000,Free,0.0,Teen,7,2018
COMMUNICATION,4.4,136662,32.0,10000000,Free,0.0,Everyone,7,2018
